id,source,destination,distance_meters,road_type,speed_limit_kmh,capacity
9022,8441348211,4213259529,8.85,tertiary,30.0,100
9023,8441348211,1960735433,17.65,tertiary,30.0,100
9024,8443491302,8882200680,48.03,motorway_link,70.0,450
9025,8443498429,11022370378,237.53,secondary,40.0,200
9026,8443498434,631507964,39.79,secondary,40.0,200
9027,8443498434,8443498429,28.61,secondary,40.0,200
9028,8443498438,245665147,33.01,secondary,40.0,200
9029,8443498438,6117628325,249.33,tertiary,30.0,100
9030,8443498442,5841999703,1703.93,secondary,40.0,200
9031,8443498445,245665147,33.65,tertiary,30.0,100
9032,8443498445,8443498442,41.43,tertiary,30.0,100
9033,8443498448,2897022062,12.97,secondary,40.0,200
9034,8443532427,5896564331,573.0,tertiary,30.0,100
9035,8448787215,2491202549,5.88,primary,50.0,300
9036,8448787215,2489283696,499.97,tertiary,30.0,100
9037,8450022934,8336655701,16.39,secondary_link,35.0,150
9038,8450022934,1960735457,19.84,secondary,40.0,200
9039,8450022981,10926246153,25.02,tertiary,30.0,100
9040,8450022981,1960735081,5.28,tertiary,30.0,100
9041,8460008417,8531002108,12.79,tertiary_link,25.0,80
9042,8460008417,1643413992,153.8,tertiary,30.0,100
9043,8485170335,13383090148,17.85,tertiary_link,25.0,80
9044,8485170335,1235813970,416.44,tertiary,30.0,100
9045,8493462503,13820354781,22.1,trunk,60.0,400
9046,8493462503,8493462508,189.03,primary_link,40.0,250
9047,8493462508,7397865784,157.79,trunk_link,50.0,350
9048,8507768263,8507768265,19.67,trunk,60.0,400
9049,8507768263,5843735650,34.49,trunk,60.0,400
9050,8507768265,13747583631,107.87,trunk_link,50.0,350
9051,8507768265,10282074752,252.42,trunk,60.0,400
9052,8512886669,5982461354,16.73,primary,50.0,300
9053,8512889150,2245095080,1460.01,tertiary,30.0,100
9054,8531002108,8460008417,12.79,tertiary_link,25.0,80
9055,8531002108,8564342791,896.1,tertiary,30.0,100
9056,8531005259,13833629180,522.45,tertiary,30.0,100
9057,8531005259,13833629180,516.77,secondary,40.0,200
9058,8564342791,8564342795,105.65,tertiary,30.0,100
9059,8564342791,8564342792,14.38,tertiary_link,25.0,80
9060,8564342792,8564342791,14.38,tertiary_link,25.0,80
9061,8564342792,8460008417,914.57,tertiary,30.0,100
9062,8564342795,8564342796,14.63,tertiary_link,25.0,80
9063,8564342795,12794003686,108.43,tertiary,30.0,100
9064,8564342796,8564342792,105.2,tertiary,30.0,100
9065,8564342796,8564342795,14.63,tertiary_link,25.0,80
9066,8592007389,13605326441,150.33,tertiary,30.0,100
9067,8592007389,13602548093,107.24,tertiary,30.0,100
9068,8592017227,13766221799,11.62,secondary_link,35.0,150
9069,8592017227,7357689013,185.25,secondary,40.0,200
9070,8592017232,2245093304,11.62,secondary_link,35.0,150
9071,8592017232,8796504401,191.45,secondary,40.0,200
9072,8592017259,6118419653,69.04,secondary,40.0,200
9073,8592017259,9955110411,18.55,secondary,40.0,200
9074,8592800197,13016998372,21.65,primary,50.0,300
9075,8592800197,8796504397,27.36,secondary,40.0,200
9076,8592800200,8796504400,3.29,secondary,40.0,200
9077,8592800203,13621005351,13.52,secondary,40.0,200
9078,8592800213,13755049621,16.62,secondary,40.0,200
9079,8592800213,13770424289,86.4,secondary,40.0,200
9080,8592846824,13770424275,28.48,secondary,40.0,200
9081,8592846824,13770424277,6.44,secondary_link,35.0,150
9082,8628297887,4367705362,17.86,tertiary_link,25.0,80
9083,8628297887,8628324165,229.49,tertiary,30.0,100
9084,8628297900,7305466573,136.61,secondary,40.0,200
9085,8628324124,7366182522,37.13,tertiary,30.0,100
9086,8628324125,7358292791,284.79,tertiary,30.0,100
9087,8628324125,7358292787,14.64,tertiary,30.0,100
9088,8628324126,8779392330,140.97,tertiary,30.0,100
9089,8628324126,8628324124,22.17,tertiary,30.0,100
9090,8628324165,8628324166,12.48,tertiary,30.0,100
9091,8628324166,4367705365,104.33,tertiary,30.0,100
9092,8628324166,13814951631,21.34,tertiary,30.0,100
9093,8637519667,13840335949,15.39,tertiary,30.0,100
9094,8637519667,13284877505,433.22,tertiary,30.0,100
9095,8637519674,8780753171,11.6,secondary_link,35.0,150
9096,8637519674,13820696754,23.01,secondary,40.0,200
9097,8695912820,7331439079,179.01,tertiary,30.0,100
9098,8695912820,10277271920,41.19,tertiary,30.0,100
9099,8695912820,13584203893,382.82,tertiary,30.0,100
9100,8703487829,10281959314,58.71,tertiary,30.0,100
9101,8703487829,8703487842,9.85,tertiary,30.0,100
9102,8703487830,10653480115,57.24,tertiary,30.0,100
9103,8703487830,1643035296,35.99,tertiary,30.0,100
9104,8703487842,8703487830,28.08,tertiary,30.0,100
9105,8779392329,8779392330,18.2,tertiary_link,25.0,80
9106,8779392329,8628324124,146.42,tertiary,30.0,100
9107,8779392330,8779392329,18.2,tertiary_link,25.0,80
9108,8779392330,4233541824,106.68,tertiary,30.0,100
9109,8780753156,1184130764,9.99,secondary_link,35.0,150
9110,8780753156,9352141084,276.01,secondary,40.0,200
9111,8780753168,619143455,10.99,secondary_link,35.0,150
9112,8780753168,8780753156,542.37,secondary,40.0,200
9113,8780753171,8637519674,11.6,secondary_link,35.0,150
9114,8780753171,8780753176,272.72,secondary,40.0,200
9115,8780753176,8780799418,10.76,secondary_link,35.0,150
9116,8780753176,13797994638,196.7,secondary,40.0,200
9117,8780753183,2702435814,11.94,tertiary,30.0,100
9118,8780753183,8780753168,649.7,secondary,40.0,200
9119,8780799418,8780753176,10.76,secondary_link,35.0,150
9120,8780799418,8637519674,269.7,secondary,40.0,200
9121,8788708024,5865499856,63.55,primary,50.0,300
9122,8788708024,10310493154,18.65,primary_link,40.0,250
9123,8796504397,10251547870,11.62,secondary,40.0,200
9124,8796504397,1960735568,23.2,primary,50.0,300
9125,8796504400,2245093304,193.17,secondary,40.0,200
9126,8796504400,8796504401,13.67,secondary,40.0,200
9127,8796504401,13509433338,3.29,secondary,40.0,200
9128,8796504406,13770434101,15.64,secondary,40.0,200
9129,8844296109,8844296113,38.26,tertiary,30.0,100
9130,8844296109,1651338410,527.28,tertiary,30.0,100
9131,8844296113,1651338640,782.06,tertiary,30.0,100
9132,8844296113,8844296109,34.19,tertiary,30.0,100
9133,8867307187,2163592436,31.79,primary,50.0,300
9134,8867307187,13658722774,362.86,primary,50.0,300
9135,8878074693,8878074696,45.71,tertiary,30.0,100
9136,8878074695,12320398366,10.91,tertiary,30.0,100
9137,8878074696,8878074695,8.3,tertiary,30.0,100
9138,8878074696,4759328800,146.25,tertiary,30.0,100
9139,8878171598,12377733465,12.41,tertiary_link,25.0,80
9140,8878171598,1648244726,260.28,tertiary,30.0,100
9141,8882200680,245664576,410.33,motorway,80.0,500
9142,8909137831,245665354,162.38,trunk_link,50.0,350
9143,8909137831,8909137832,36.13,trunk_link,50.0,350
9144,8909137832,8909137831,36.13,trunk_link,50.0,350
9145,8909137832,1642951846,164.97,trunk_link,50.0,350
9146,8909137845,1642951800,33.77,trunk,60.0,400
9147,8928692503,2443139105,397.66,primary,50.0,300
9148,8928692503,8443491302,716.54,motorway,80.0,500
9149,8928692504,1398117087,59.95,primary,50.0,300
9150,8928728233,13736574679,10.28,tertiary_link,25.0,80
9151,8928728233,13788861618,52.13,tertiary,30.0,100
9152,8973745204,7334101312,34.02,trunk_link,50.0,350
9153,8973745204,1366900404,853.59,trunk_link,50.0,350
9154,8973761596,6583578109,52.38,motorway_link,70.0,450
9155,8973761596,1366938229,75.16,motorway_link,70.0,450
9156,8973771545,5624422771,46.17,trunk,60.0,400
9157,8976481323,7379602410,37.32,trunk_link,50.0,350
9158,8976481323,6583122231,9.92,tertiary,30.0,100
9159,9023192699,7345377659,13.81,secondary,40.0,200
9160,9023192699,10595441721,456.35,secondary,40.0,200
9161,9023192700,13786441511,38.79,secondary,40.0,200
9162,9023192700,9023192699,7.73,secondary,40.0,200
9163,9080858009,9887031963,21.95,tertiary,30.0,100
9164,9080858009,884182590,1155.59,tertiary,30.0,100
9165,9080858009,245675546,45.47,tertiary,30.0,100
9166,9115710877,9115710879,5.98,primary,50.0,300
9167,9115710877,10879569097,245.97,secondary,40.0,200
9168,9115710879,245681971,11.56,secondary,40.0,200
9169,9115710879,7377674085,126.4,primary,50.0,300
9170,9115783835,9115783837,19.03,tertiary,30.0,100
9171,9115783835,4343231499,611.28,primary,50.0,300
9172,9115783835,1353467798,175.75,tertiary,30.0,100
9173,9115783837,9115783835,19.03,tertiary,30.0,100
9174,9115783837,12295929919,345.3,tertiary,30.0,100
9175,9115783837,6204119861,231.28,primary,50.0,300
9176,9115783842,6204119875,17.66,secondary,40.0,200
9177,9115783842,10282000618,186.04,primary,50.0,300
9178,9115783843,10282000622,17.02,secondary,40.0,200
9179,9115783843,10956744326,482.66,primary,50.0,300
9180,9117998473,9117998474,10.66,secondary,40.0,200
9181,9117998473,7157873781,570.01,secondary,40.0,200
9182,9117998474,9117998475,8.71,secondary,40.0,200
9183,9117998474,7398089775,635.81,secondary,40.0,200
9184,9117998475,7944344486,10.9,secondary,40.0,200
9185,9117998475,9118087857,293.9,secondary,40.0,200
9186,9118087826,9121870533,12.63,secondary,40.0,200
9187,9118087826,7358788704,403.89,secondary,40.0,200
9188,9118087857,7357652039,10.97,secondary_link,35.0,150
9189,9118087857,9118087826,81.98,secondary,40.0,200
9190,9121870533,296849526,601.88,secondary,40.0,200
9191,9130240870,9130240906,31.57,primary,50.0,300
9192,9130240883,1070377945,20.24,secondary,40.0,200
9193,9130240883,9130240888,433.7,primary,50.0,300
9194,9130240888,648865086,20.23,tertiary,30.0,100
9195,9130240888,10277271915,588.83,tertiary,30.0,100
9196,9130240888,12553660973,249.24,primary,50.0,300
9197,9130240890,564741511,20.3,primary_link,40.0,250
9198,9130240890,9130240897,363.28,primary,50.0,300
9199,9130240897,564741520,20.26,primary_link,40.0,250
9200,9130240897,9130240898,54.24,primary,50.0,300
9201,9130240898,9130240899,21.86,primary,50.0,300
9202,9130240898,3273736680,20.41,primary_link,40.0,250
9203,9130240899,564741521,20.04,primary_link,40.0,250
9204,9130240899,2249163695,75.47,primary,50.0,300
9205,9130240904,2249163670,22.74,secondary,40.0,200
9206,9130240906,1651531001,530.19,secondary,40.0,200
9207,9130240906,9130240907,13.33,primary,50.0,300
9208,9130240907,12894222344,19.07,primary,50.0,300
9209,9130240907,9130240908,19.8,primary,50.0,300
9210,9130240908,9130240910,38.88,primary,50.0,300
9211,9130240910,13598655843,31.85,secondary,40.0,200
9212,9130240910,9130272923,9.32,primary,50.0,300
9213,9130272922,2440694454,21.02,secondary,40.0,200
9214,9130272922,9130240870,18.57,primary,50.0,300
9215,9130272923,9130272922,9.25,primary,50.0,300
9216,9130272936,1651531001,13.52,tertiary,30.0,100
9217,9130272936,13051997260,527.55,secondary,40.0,200
9218,9130272936,1651530998,419.0,tertiary,30.0,100
9219,9130272941,9130272936,345.77,secondary,40.0,200
9220,9130272941,13593483025,223.91,tertiary,30.0,100
9221,9130272953,13593361283,207.72,tertiary,30.0,100
9222,9130272953,1651530998,420.13,tertiary,30.0,100
9223,9132477581,2244894190,10.94,primary_link,40.0,250
9224,9132477581,1960735677,860.86,primary,50.0,300
9225,9137843242,4461968005,134.63,primary,50.0,300
9226,9137843242,864964227,61.58,primary,50.0,300
9227,9137843243,4461968005,17.79,primary_link,40.0,250
9228,9137843243,864964228,39.35,primary_link,40.0,250
9229,9137843243,864964227,73.43,primary,50.0,300
9230,9137843244,864964227,15.99,primary,50.0,300
9231,9137843244,2610804984,394.86,primary,50.0,300
9232,9169171618,245656627,7.66,tertiary,30.0,100
9233,9169171618,4294951431,221.46,secondary,40.0,200
9234,9171437948,13329867502,31.08,tertiary,30.0,100
9235,9171437948,13329867501,3.13,tertiary_link,25.0,80
9236,9198613307,13980415691,13.62,secondary_link,35.0,150
9237,9198613307,631487309,118.8,secondary,40.0,200
9238,9201422013,10277590774,11.8,secondary,40.0,200
9239,9201441623,6430875931,13.93,tertiary,30.0,100
9240,9201441623,9201422013,325.57,secondary,40.0,200
9241,9201441624,9201441623,30.18,secondary,40.0,200
9242,9201441624,6430875930,37.53,tertiary,30.0,100
9243,9201441656,969803897,262.69,primary,50.0,300
9244,9201441656,13103357040,189.29,secondary,40.0,200
9245,9201447745,13508229962,7.08,secondary,40.0,200
9246,9201447745,13905111288,220.23,secondary,40.0,200
9247,9203147550,9203147555,29.44,secondary,40.0,200
9248,9203147551,9925314962,463.91,secondary,40.0,200
9249,9203147551,9203147550,16.37,secondary,40.0,200
9250,9203147552,9203147551,16.36,secondary,40.0,200
9251,9203147553,1960735101,198.25,tertiary,30.0,100
9252,9203147553,9203147552,8.43,secondary,40.0,200
9253,9203147554,9203147553,10.1,secondary,40.0,200
9254,9203147555,13830680336,599.41,secondary,40.0,200
9255,9203147555,9203147554,12.93,secondary,40.0,200
9256,9212473110,7340258725,572.24,secondary,40.0,200
9257,9212473115,4213259529,19.1,tertiary,30.0,100
9258,9212473115,9212473110,29.81,secondary_link,35.0,150
9259,9267777726,5913278406,6.41,trunk_link,50.0,350
9260,9311818784,12384046732,169.33,secondary,40.0,200
9261,9311818795,1643351828,7.8,tertiary,30.0,100
9262,9311818795,1643351830,250.57,tertiary,30.0,100
9263,9311818795,9311818800,408.45,secondary,40.0,200
9264,9311818800,1643264330,15.35,secondary,40.0,200
9265,9311818811,9311818812,25.02,secondary,40.0,200
9266,9311818811,9311818795,233.38,secondary,40.0,200
9267,9311818812,245664764,150.54,secondary,40.0,200
9268,9313040201,12088314613,68.72,tertiary,30.0,100
9269,9313040213,528644332,52.06,tertiary,30.0,100
9270,9313040215,9313040216,9.97,tertiary,30.0,100
9271,9313040215,9313040213,237.26,tertiary,30.0,100
9272,9313040216,2176684582,126.34,tertiary,30.0,100
9273,9313040216,9313067503,13.35,tertiary,30.0,100
9274,9313067502,9313067504,12.95,tertiary,30.0,100
9275,9313067502,2176684837,225.57,tertiary,30.0,100
9276,9313067503,9313067502,118.81,tertiary,30.0,100
9277,9313067504,9313067502,12.95,tertiary,30.0,100
9278,9313067504,245653840,225.58,tertiary,30.0,100
9279,9313067505,9313067506,13.41,tertiary,30.0,100
9280,9313067505,12378144234,148.62,tertiary,30.0,100
9281,9313067506,528622444,12.96,tertiary,30.0,100
9282,9313067506,2176684837,104.92,tertiary,30.0,100
9283,9326413671,13363196616,175.66,secondary_link,35.0,150
9284,9326413671,7370723839,711.0,tertiary,30.0,100
9285,9348015285,9348015286,10.43,tertiary,30.0,100
9286,9348015285,1855308653,405.54,secondary,40.0,200
9287,9348015285,11939384499,195.19,tertiary,30.0,100
9288,9348015286,7736315010,19.05,secondary,40.0,200
9289,9348015286,9348015285,10.43,tertiary,30.0,100
9290,9348015286,13164727361,498.09,tertiary,30.0,100
9291,9348015288,7736315005,13.61,tertiary,30.0,100
9292,9348015288,7736315009,18.95,secondary,40.0,200
9293,9348015288,1078664342,371.39,tertiary,30.0,100
9294,9350085605,9350085606,8.13,tertiary_link,25.0,80
9295,9350085605,4819972371,93.09,tertiary,30.0,100
9296,9350085606,9350085605,8.13,tertiary_link,25.0,80
9297,9350085606,4146135269,115.83,tertiary,30.0,100
9298,9350865539,9350865540,9.93,tertiary_link,25.0,80
9299,9350865539,13851434041,619.18,tertiary,30.0,100
9300,9350865540,9350865539,9.93,tertiary_link,25.0,80
9301,9350865540,7366380223,57.22,tertiary,30.0,100
9302,9352141082,13508185845,11.87,secondary,40.0,200
9303,9352141084,11919209525,2.34,secondary,40.0,200
9304,9379261058,13362959834,979.21,tertiary,30.0,100
9305,9379261058,7366182503,25.42,tertiary,30.0,100
9306,9379261060,13803573660,37.61,tertiary,30.0,100
9307,9379261060,2493592661,14.57,tertiary,30.0,100
9308,9379261061,9379261060,6.97,tertiary,30.0,100
9309,9379801860,1375251438,303.99,tertiary,30.0,100
9310,9379801861,13639940587,17.68,tertiary,30.0,100
9311,9379801884,13637469009,8.13,tertiary_link,25.0,80
9312,9379801884,13637469013,79.26,tertiary,30.0,100
9313,9447798820,13055620353,15.51,tertiary,30.0,100
9314,9447798820,9956773846,409.02,tertiary,30.0,100
9315,9447798820,7357554326,41.82,tertiary,30.0,100
9316,9447798917,5771476801,17.63,secondary,40.0,200
9317,9447798917,6154192085,309.8,secondary,40.0,200
9318,9447929175,7379522520,6.01,tertiary,30.0,100
9319,9447929175,1369464578,1797.04,tertiary,30.0,100
9320,9449324904,9449324909,105.33,tertiary,30.0,100
9321,9449324904,1650406080,638.44,tertiary,30.0,100
9322,9449324904,9449324908,93.72,tertiary,30.0,100
9323,9449324908,9449324909,26.24,tertiary,30.0,100
9324,9449324908,9449324904,93.72,tertiary,30.0,100
9325,9449324908,11059281300,12.23,tertiary,30.0,100
9326,9449324909,9449324908,26.24,tertiary,30.0,100
9327,9449324909,6134580032,9.44,tertiary,30.0,100
9328,9449324909,9449324904,105.33,tertiary,30.0,100
9329,9469495781,2897024627,388.68,secondary,40.0,200
9330,9469495781,9469495782,7.89,secondary,40.0,200
9331,9469495782,2897024696,8.32,secondary,40.0,200
9332,9469495782,2897024737,160.59,secondary,40.0,200
9333,9579825706,7736315016,14.27,trunk_link,50.0,350
9334,9579825706,7736315018,33.47,secondary,40.0,200
9335,9579825706,10279377266,736.3,trunk_link,50.0,350
9336,9587618666,1647048997,9.61,tertiary,30.0,100
9337,9587618666,10247313334,216.75,tertiary,30.0,100
9338,9653113125,9653113126,30.66,tertiary_link,25.0,80
9339,9653113125,1651338416,562.87,tertiary,30.0,100
9340,9653113126,9653113125,30.66,tertiary_link,25.0,80
9341,9653113126,1651338487,195.24,tertiary,30.0,100
9342,9665373519,7123994600,8.81,tertiary,30.0,100
9343,9665373520,9665373519,10.85,tertiary,30.0,100
9344,9665373520,1960735216,25.77,tertiary,30.0,100
9345,9674225639,9674225640,8.99,secondary_link,35.0,150
9346,9674225639,2629418536,272.38,secondary,40.0,200
9347,9674225640,9674225639,8.99,secondary_link,35.0,150
9348,9674225640,7379512624,330.79,secondary,40.0,200
9349,9679154866,10116201907,29.17,secondary,40.0,200
9350,9679154866,2966389856,58.48,secondary_link,35.0,150
9351,9679154869,1367092731,19.46,tertiary,30.0,100
9352,9679154869,13657812311,436.01,secondary,40.0,200
9353,9679154877,9679154878,55.97,trunk_link,50.0,350
9354,9679154877,13031507246,22.66,secondary,40.0,200
9355,9679154878,3878559855,455.86,trunk,60.0,400
9356,9681688973,346633210,7.89,tertiary,30.0,100
9357,9681688973,346620827,159.0,tertiary,30.0,100
9358,9681688973,9916444554,82.65,secondary,40.0,200
9359,9681688974,2841960950,50.29,secondary,40.0,200
9360,9681688994,1654348856,6.81,tertiary,30.0,100
9361,9681688994,10770749309,279.45,secondary,40.0,200
9362,9681688999,9681689000,8.21,secondary_link,35.0,150
9363,9681688999,10882727464,173.77,secondary,40.0,200
9364,9681689000,9681688999,8.21,secondary_link,35.0,150
9365,9681689000,346633397,244.22,secondary,40.0,200
9366,9684318527,9684318528,18.83,primary_link,40.0,250
9367,9684318527,6204119841,243.96,primary,50.0,300
9368,9684318528,245678732,91.29,primary,50.0,300
9369,9684318528,9684318527,18.83,primary_link,40.0,250
9370,9684614893,9684614894,16.03,trunk,60.0,400
9371,9684614893,8493462508,91.53,trunk_link,50.0,350
9372,9684614894,414731700,15.54,trunk,60.0,400
9373,9684614894,6604559419,127.41,tertiary,30.0,100
9374,9684698236,245659759,11.1,trunk,60.0,400
9375,9684698236,245659828,197.03,secondary,40.0,200
9376,9684698238,9684698236,26.0,secondary,40.0,200
9377,9684698238,11927565927,15.96,trunk,60.0,400
9378,9691859215,5470238123,23.99,trunk_link,50.0,350
9379,9691859215,10772904744,754.39,trunk,60.0,400
9380,9694187773,3797889591,20.85,secondary,40.0,200
9381,9694187775,13626310240,19.63,secondary,40.0,200
9382,9694187776,1184132894,184.05,tertiary,30.0,100
9383,9694187776,13626310251,496.19,secondary,40.0,200
9384,9694187776,13626310242,267.06,secondary,40.0,200
9385,9697895007,13723058962,8.92,tertiary,30.0,100
9386,9697895007,13723058956,52.24,tertiary,30.0,100
9387,9697895008,9697895007,12.6,tertiary,30.0,100
9388,9697895008,10277314002,318.19,tertiary,30.0,100
9389,9697896119,9697896120,38.14,tertiary,30.0,100
9390,9697896119,2249268505,198.76,secondary,40.0,200
9391,9697896120,13723058961,57.82,tertiary,30.0,100
9392,9697896120,1648168311,15.02,secondary,40.0,200
9393,9697896121,9697896122,34.4,tertiary,30.0,100
9394,9697896121,1180816983,24.29,tertiary,30.0,100
9395,9697896122,1180816983,16.64,tertiary,30.0,100
9396,9697896122,1180812204,1046.42,tertiary,30.0,100
9397,9697896124,1180830444,20.93,tertiary,30.0,100
9398,9697896124,2249268491,50.07,tertiary,30.0,100
9399,9697896125,9697896126,18.23,tertiary,30.0,100
9400,9697896125,9697896124,63.77,tertiary,30.0,100
9401,9697896126,9697896125,18.23,tertiary,30.0,100
9402,9697896126,9697896127,170.33,tertiary,30.0,100
9403,9697896127,9697896128,10.96,tertiary,30.0,100
9404,9697896127,245681159,183.97,tertiary,30.0,100
9405,9697896128,9697896127,10.96,tertiary,30.0,100
9406,9697896128,9697896125,171.0,tertiary,30.0,100
9407,9697896131,9697896132,12.22,tertiary,30.0,100
9408,9697896131,9697896128,281.69,tertiary,30.0,100
9409,9697896132,9697896131,12.22,tertiary,30.0,100
9410,9697896132,9697896134,228.87,tertiary,30.0,100
9411,9697896134,2222709254,76.73,tertiary,30.0,100
9412,9697896134,9697896131,230.31,tertiary,30.0,100
9413,9708696938,1353467783,13.0,tertiary,30.0,100
9414,9708696938,13652131272,302.95,tertiary,30.0,100
9415,9708696939,9708696938,11.97,tertiary,30.0,100
9416,9708696939,9708696942,296.58,tertiary,30.0,100
9417,9708696942,1353467798,10.31,tertiary,30.0,100
9418,9708696942,9115783835,177.34,tertiary,30.0,100
9419,9713144360,814394017,81.47,tertiary,30.0,100
9420,9713144360,13893645137,9.42,tertiary,30.0,100
9421,9713144360,13681043568,352.12,tertiary,30.0,100
9422,9713144363,245682226,7.94,tertiary,30.0,100
9423,9713144363,13893645132,49.89,tertiary,30.0,100
9424,9713144363,10277254604,507.7,tertiary,30.0,100
9425,9713504789,9713504790,20.67,secondary,40.0,200
9426,9713504790,1236410189,8.75,tertiary,30.0,100
9427,9713504790,10017787219,808.86,secondary,40.0,200
9428,9717246523,11033657249,11.85,tertiary,30.0,100
9429,9717246523,11192884549,615.41,tertiary,30.0,100
9430,9717246525,12296544493,6.08,tertiary,30.0,100
9431,9717246525,1180784779,394.08,tertiary,30.0,100
9432,9719535812,13875870384,83.85,tertiary,30.0,100
9433,9719535814,245671694,29.3,primary,50.0,300
9434,9719535814,9719535812,33.97,primary_link,40.0,250
9435,9719600346,9719600347,9.98,tertiary,30.0,100
9436,9719600346,245671529,291.45,primary,50.0,300
9437,9719600347,3708879375,21.49,primary,50.0,300
9438,9726750973,9726750974,23.2,tertiary,30.0,100
9439,9726750973,13757859361,541.28,tertiary,30.0,100
9440,9726750973,1960732748,222.07,tertiary,30.0,100
9441,9726750974,12088824447,169.68,trunk_link,50.0,350
9442,9726750974,9726750973,23.2,tertiary,30.0,100
9443,9739950371,9739950372,13.55,secondary,40.0,200
9444,9739950371,13528689955,53.25,primary,50.0,300
9445,9739950372,4328035957,11.44,primary,50.0,300
9446,9739950372,9681688994,190.03,secondary,40.0,200
9447,9739950373,6489866777,585.61,secondary,40.0,200
9448,9739950373,9739950371,11.35,primary,50.0,300
9449,9740934234,4335012908,9.14,secondary,40.0,200
9450,9740934234,13523465892,25.51,secondary,40.0,200
9451,9751375355,7728028038,594.88,motorway,80.0,500
9452,9751375355,9891102528,64.77,tertiary,30.0,100
9453,9764141725,9764141726,17.05,trunk_link,50.0,350
9454,9764141725,6046553754,80.35,trunk,60.0,400
9455,9764141726,9764141725,17.05,trunk_link,50.0,350
9456,9771116368,10723296482,10.82,primary,50.0,300
9457,9771116369,9771116368,13.97,tertiary,30.0,100
9458,9771116369,866807202,135.6,primary,50.0,300
9459,9771116370,296849097,13.09,primary,50.0,300
9460,9771116370,9771116369,346.54,tertiary,30.0,100
9461,9771116371,9771116370,9.48,tertiary,30.0,100
9462,9771116371,10274112134,222.09,primary,50.0,300
9463,9778641844,245667420,360.74,motorway_link,70.0,450
9464,9778641844,245667420,353.56,motorway,80.0,500
9465,9784935413,9784935414,46.66,tertiary_link,25.0,80
9466,9784935413,2250992764,193.84,tertiary,30.0,100
9467,9784935414,9784935413,46.66,tertiary_link,25.0,80
9468,9784935414,2242610558,140.16,tertiary,30.0,100
9469,9800986543,648865016,329.05,tertiary,30.0,100
9470,9800986543,11953719108,23.12,tertiary,30.0,100
9471,9800986543,9800986546,812.45,tertiary,30.0,100
9472,9800986546,11953719108,823.47,tertiary,30.0,100
9473,9800986546,13397634730,228.21,tertiary,30.0,100
9474,9800986552,2249163976,70.98,tertiary,30.0,100
9475,9800986552,13397634730,42.95,tertiary,30.0,100
9476,9805620649,4146373181,7.99,tertiary_link,25.0,80
9477,9805620649,13714582212,313.04,tertiary,30.0,100
9478,9828583078,1448146970,389.45,trunk_link,50.0,350
9479,9828583079,2178289463,35.05,primary,50.0,300
9480,9828583079,9828583078,54.03,trunk_link,50.0,350
9481,9855725446,7331439037,211.67,tertiary,30.0,100
9482,9855725446,9855725447,28.97,tertiary,30.0,100
9483,9855725447,245682820,230.87,tertiary,30.0,100
9484,9855725447,9855725446,27.15,tertiary,30.0,100
9485,9857764833,1642951881,481.24,tertiary,30.0,100
9486,9857764833,1643351868,515.21,tertiary,30.0,100
9487,9857764833,1643351856,368.07,tertiary,30.0,100
9488,9860341831,5913226250,4.38,secondary,40.0,200
9489,9860341832,9860341831,8.14,secondary,40.0,200
9490,9860341832,12697997201,8.28,secondary,40.0,200
9491,9860341836,6576088910,8.65,secondary,40.0,200
9492,9860341836,9860341832,114.8,secondary,40.0,200
9493,9860341840,9860341836,242.59,secondary,40.0,200
9494,9860341841,9860341840,42.01,secondary,40.0,200
9495,9860341841,9860341846,31.4,secondary,40.0,200
9496,9860341846,1665624924,107.06,trunk,60.0,400
9497,9860341846,9860341841,31.4,secondary,40.0,200
9498,9860683103,2715412065,1928.89,motorway,80.0,500
9499,9860683103,12376037609,478.28,motorway_link,70.0,450
9500,9861074902,9861074903,69.47,tertiary,30.0,100
9501,9861074903,1361589371,29.99,tertiary,30.0,100
9502,9861074903,9861077433,65.32,tertiary,30.0,100
9503,9861077433,9861074902,9.85,tertiary,30.0,100
9504,9861077433,2233652193,66.05,tertiary,30.0,100
9505,9861077517,9861077518,75.6,tertiary,30.0,100
9506,9861077518,12258308249,7.17,tertiary,30.0,100
9507,9861077518,13730599851,79.9,tertiary,30.0,100
9508,9866047004,245662886,9.08,secondary,40.0,200
9509,9866047004,13947373476,41.57,secondary,40.0,200
9510,9866047005,9866047004,8.36,secondary,40.0,200
9511,9866047005,4264834980,472.01,secondary,40.0,200
9512,9867473974,3890222359,41.72,tertiary,30.0,100
9513,9867473974,9867473981,54.55,secondary_link,35.0,150
9514,9868433322,2176144842,13.73,tertiary,30.0,100
9515,9868433322,11929919469,30.3,primary,50.0,300
9516,9868433322,9868433324,107.59,tertiary,30.0,100
9517,9868433324,9868433322,107.59,tertiary,30.0,100
9518,9868433324,10226925141,180.07,tertiary,30.0,100
9519,9868433324,10614318018,22.77,tertiary,30.0,100
9520,9869792498,629023678,9.95,secondary,40.0,200
9521,9869792498,10879569090,738.13,tertiary,30.0,100
9522,9869792513,245682165,11.25,tertiary,30.0,100
9523,9869792513,13592894697,112.09,tertiary,30.0,100
9524,9871495788,245682051,8.58,secondary,40.0,200
9525,9871495788,590605977,59.66,primary,50.0,300
9526,9871781416,648857392,29.63,trunk_link,50.0,350
9527,9871781416,2248482698,131.99,trunk,60.0,400
