id,latitude,longitude
564782071,19.2990399,72.8548459
564853874,19.2907342,72.8013879
564864170,19.2410084,72.7842886
564878691,19.2364095,72.8187174
564906271,19.1991352,72.7928289
583309182,19.0451509,72.8280562
587976149,19.0163138,72.8464754
587976199,19.0147788,72.8453404
587984765,19.0175026,72.8439863
588597487,19.0713392,72.8467996
588620180,19.0955298,72.852821
588669492,18.944611,72.8327065
588750491,18.9493122,72.8332354
590493555,19.2489549,72.865753
590544164,19.2567351,72.8711221
590605922,19.2338111,72.8549112
590605927,19.2335747,72.8550588
590605941,19.2338472,72.8550386
590605977,19.2307311,72.856733
590607231,19.2337355,72.8551596
590732619,19.2417187,72.8525369
590732809,19.2446439,72.8522241
593054810,19.0509231,72.8405954
593054844,19.0713351,72.8466699
593054870,19.0956559,72.8524506
593054872,19.0965425,72.8527815
593054877,19.0988918,72.8535966
593119792,19.0900899,72.8439966
610227598,18.9584288,72.8259887
610244325,18.9577508,72.8152452
610283487,18.9531693,72.8256198
618675933,18.9647796,72.8075231
618676046,18.9617946,72.808449
618682503,18.9589844,72.8099159
618682506,18.9602016,72.8092339
618685378,18.9649689,72.8162455
619128792,19.1637908,72.9376311
619130306,19.1786815,72.9449955
619143455,19.2053592,72.990856
619143463,19.2156693,72.9915921
619143471,19.2210939,72.9891879
619166256,19.2313948,72.8631204
619166257,19.2333185,72.8640806
619169805,19.2139048,72.8512306
619169811,19.2231787,72.8538068
619169980,19.2203768,72.84778
619169992,19.2216377,72.8593058
619181292,19.1852839,72.8582405
619183126,19.1758217,72.8741418
619183872,19.1720383,72.8716884
619183876,19.1757511,72.8675476
619185664,19.1725754,72.8540633
619185674,19.1735225,72.8450789
619193778,19.1312314,72.8972574
619193780,19.1322368,72.8971999
619193782,19.1332546,72.8969235
619199656,19.1023916,72.9200375
619199658,19.1046357,72.9170618
619199912,19.1192536,72.9085718
619202302,19.1332237,72.8550734
619227582,19.0445757,72.8393211
619227596,19.0495789,72.8372824
619227611,19.0500445,72.8379138
619227618,19.0502838,72.83822
619227657,19.0504346,72.8390958
619227661,19.0507277,72.8383369
619305731,19.0748371,72.9127401
619306765,19.0878509,72.92361
619309790,19.0849504,72.8861203
619309806,19.0777367,72.8788698
619309810,19.0707176,72.8754828
619309814,19.0601731,72.8725097
620011492,19.0874382,72.9025709
620382315,18.965588,72.8324833
620382693,18.9681186,72.8326836
620382712,18.9710645,72.8323915
